,A,B,C,D
38718,1,0,1,1
38719,1,0,1,1
38720,0,0,1,1
38721,0,1,0,0
38722,1,1,1,1
38723,0,0,0,0
38724,1,0,0,1
38725,1,0,1,1
38726,0,0,0,1
38727,0,0,0,0
38728,0,1,1,0
38729,1,0,0,0
38730,0,1,1,1
38731,0,0,0,0
38732,1,1,1,1
38733,1,1,1,1
38734,1,0,1,1
38735,0,1,0,0
38736,0,0,1,1
38737,0,1,1,1
38738,1,1,0,1
38739,0,0,0,0
38740,0,1,0,1
38741,1,1,0,1
38742,1,1,1,1
38743,1,1,0,1
38744,0,1,0,1
38745,1,1,1,1
38746,0,1,0,1
38747,0,1,1,1
38748,1,0,1,1
38749,0,0,1,1
38750,0,0,0,1
38751,1,1,0,1
38752,0,0,1,1
38753,0,0,0,0
38754,0,0,0,1
38755,0,0,0,1
38756,0,0,0,1
38757,0,0,0,0
38758,0,1,1,0
38759,1,0,0,1
38760,0,1,1,1
38761,0,1,1,1
38762,0,1,1,1
38763,0,0,0,1
38764,0,1,0,0
38765,1,1,1,1
38766,1,1,1,1
38767,0,1,1,0
38768,1,1,0,1
38769,1,0,1,0
38770,1,1,0,0
38771,0,1,1,1
38772,0,0,0,1
38773,0,1,1,1
38774,0,1,1,1
38775,0,0,0,0
38776,0,1,1,1
38777,0,1,1,1
38778,1,1,1,1
38779,1,1,0,1
38780,1,1,1,1
38781,1,0,0,1
38782,0,0,0,0
38783,1,0,1,1
38784,0,0,0,0
38785,1,1,1,1
38786,0,0,0,0
38787,0,1,0,1
38788,0,0,1,1
38789,0,0,1,1
38790,1,1,0,1
38791,1,0,0,1
38792,1,1,0,1
38793,0,1,1,1
38794,1,0,0,1
38795,0,0,0,1
38796,0,0,0,0
38797,1,0,0,1
38798,1,1,0,1
38799,1,0,0,1
38800,0,0,0,0
38801,1,0,0,0
38802,1,1,0,1
38803,1,0,1,1
38804,0,1,0,0
38805,0,0,1,1
38806,1,1,1,1
38807,0,0,0,1
38808,1,1,1,0
38809,1,1,0,0
38810,0,0,0,1
38811,1,0,1,1
38812,0,1,1,1
38813,0,1,1,1
38814,0,0,0,1
38815,0,0,0,1
38816,0,1,0,0
38817,0,0,1,1
38818,0,1,1,1
38819,0,0,0,1
38820,1,1,0,1
38821,1,1,0,1
38822,0,1,1,0
38823,1,0,1,1
38824,1,0,0,1
38825,0,0,1,1
38826,1,1,1,1
38827,0,1,0,0
38828,1,0,1,1
38829,1,1,0,0
38830,1,1,1,1
38831,1,0,0,1
38832,1,1,0,1
38833,0,1,0,0
38834,1,0,0,1
38835,1,1,0,1
38836,1,0,1,0
38837,1,0,0,1
38838,1,0,0,1
38839,1,1,0,0
38840,1,0,0,0
38841,1,0,1,1
38842,0,1,0,1
38843,0,1,1,0
38844,1,1,1,1
38845,0,0,1,1
38846,1,1,0,0
38847,0,1,1,1
38848,0,0,0,1
38849,0,1,0,0
38850,0,0,0,1
38851,1,1,0,1
38852,1,1,1,1
38853,0,0,1,1
38854,0,1,1,1
38855,0,0,1,1
38856,0,0,1,0
38857,0,1,0,0
38858,0,0,0,1
38859,1,1,1,1
38860,0,1,0,1
38861,1,1,0,0
38862,1,0,0,0
38863,0,1,1,1
38864,1,0,1,1
38865,0,1,0,1
38866,0,1,0,0
38867,0,1,0,0
38868,1,1,1,1
38869,1,0,0,1
38870,0,1,0,0
38871,1,0,1,1
38872,0,1,0,0
38873,0,0,1,1
38874,1,1,0,1
38875,0,1,1,1
38876,0,1,1,1
38877,0,0,1,1
38878,0,0,0,1
38879,0,1,1,1
38880,0,1,1,1
38881,0,0,0,0
38882,0,1,1,1
38883,1,0,1,1
38884,1,0,1,1
38885,0,1,1,1
38886,1,1,0,0
38887,0,1,0,0
38888,0,1,0,1
38889,0,0,1,1
38890,1,0,1,1
38891,0,0,0,1
38892,0,0,0,1
38893,0,0,0,0
38894,0,1,1,1
38895,0,1,0,0
38896,0,1,1,1
38897,0,1,0,1
38898,1,1,0,1
38899,0,0,1,1
38900,1,1,1,1
38901,1,0,0,1
38902,1,0,0,1
38903,0,1,1,1
38904,0,0,0,0
38905,0,1,0,0
38906,1,1,0,1
38907,1,1,1,1
38908,0,1,0,0
38909,1,1,1,1
38910,0,0,0,1
38911,0,1,0,0
38912,0,0,0,1
38913,1,1,0,1
38914,0,0,0,1
38915,1,1,0,1
38916,1,0,1,1
38917,0,0,0,1
38918,1,0,0,0
38919,1,0,1,1
38920,0,0,1,1
38921,0,0,1,1
38922,1,1,1,1
38923,0,1,0,0
38924,1,0,1,1
38925,0,0,1,1
38926,0,0,0,1
38927,1,1,0,1
38928,1,0,1,1
38929,1,1,0,1
38930,1,0,0,1
38931,1,1,0,1
38932,1,0,1,1
38933,1,0,0,1
38934,1,1,0,1
38935,0,1,0,1
38936,0,1,1,1
38937,0,1,0,0
38938,1,1,0,1
38939,1,1,1,1
38940,0,0,1,1
38941,0,0,0,0
38942,0,1,0,1
38943,0,0,0,0
38944,0,0,0,0
38945,1,0,0,1
38946,0,1,1,1
38947,1,1,1,1
38948,0,1,1,1
38949,1,0,0,1
38950,1,0,1,0
38951,1,1,0,1
38952,1,0,1,1
38953,1,0,1,1
38954,0,1,1,1
38955,0,0,1,1
38956,1,0,0,0
38957,0,1,0,0
38958,0,0,1,1
38959,0,1,1,1
38960,0,0,1,1
38961,0,1,0,0
38962,0,1,0,1
38963,1,1,1,1
38964,1,1,1,1
38965,0,1,0,0
38966,0,1,0,0
38967,1,1,0,1
38968,1,1,0,1
38969,0,1,1,0
38970,1,0,0,1
38971,1,1,1,1
38972,0,1,1,1
38973,0,1,1,1
38974,1,1,0,1
38975,0,0,1,1
38976,0,1,1,0
38977,1,0,0,1
38978,0,0,1,0
38979,0,1,1,1
38980,1,0,1,1
38981,1,0,0,1
38982,0,1,1,1
38983,1,0,1,1
38984,0,1,1,1
38985,0,0,0,1
38986,0,1,1,1
38987,1,0,1,0
38988,1,0,1,1
38989,1,0,1,1
38990,0,0,0,0
38991,1,0,1,1
38992,0,0,1,1
38993,0,1,0,0
38994,0,0,1,1
38995,1,0,0,1
38996,0,1,0,1
38997,1,0,0,1
38998,1,0,0,1
38999,1,1,0,1
39000,0,0,0,0
39001,1,0,0,1
39002,1,0,0,1
39003,0,1,1,1
39004,1,0,1,1
39005,1,0,0,0
39006,0,1,1,1
39007,1,1,1,1
39008,1,0,1,1
39009,1,0,0,1
39010,1,0,1,1
39011,1,1,1,0
39012,1,0,1,1
39013,0,1,0,1
39014,0,1,0,0
39015,1,0,0,1
39016,1,0,0,1
39017,1,1,1,1
39018,1,0,1,0
39019,1,0,0,0
39020,1,0,1,1
39021,0,0,1,1
39022,0,0,1,1
39023,0,0,0,0
39024,0,1,0,0
39025,1,0,1,1
39026,0,0,1,1
39027,0,0,0,1
39028,0,0,0,1
39029,1,1,0,0
39030,0,0,0,1
39031,1,1,0,1
39032,0,0,1,1
39033,0,1,1,1
39034,0,1,1,1
39035,1,0,0,1
39036,1,1,0,0
39037,0,1,0,0
39038,1,1,1,1
39039,1,0,0,1
39040,1,0,0,1
39041,1,0,1,1
39042,0,1,1,1
39043,0,1,0,1
39044,1,0,0,1
39045,1,0,0,1
39046,1,1,0,1
39047,1,1,1,1
39048,0,1,0,0
39049,0,1,0,1
39050,0,0,0,0
39051,1,0,1,1
39052,0,1,1,1
39053,0,0,0,0
39054,0,0,1,0
39055,0,1,1,1
39056,0,0,0,1
39057,1,1,1,1
39058,1,1,0,1
39059,0,0,0,1
39060,0,0,0,0
39061,1,0,0,1
39062,0,1,1,1
39063,1,0,1,1
39064,1,0,0,1
39065,1,1,1,1
39066,0,0,0,0
39067,1,1,1,1
39068,0,0,1,0
39069,1,1,1,1
39070,1,0,1,1
39071,0,1,0,1
39072,0,1,1,1
39073,1,1,1,1
39074,0,0,0,0
39075,1,1,1,1
39076,1,0,0,0
39077,1,1,0,1
39078,1,0,1,1
39079,0,0,1,0
39080,1,1,0,1
39081,1,0,0,0
39082,0,1,0,0
39083,1,0,1,1
39084,1,0,1,1
39085,1,1,1,1
39086,0,1,1,1
39087,1,1,0,1
39088,1,1,1,0
39089,1,1,1,1
39090,0,1,0,0
39091,1,1,0,1
39092,1,0,1,1
39093,0,0,0,0
39094,0,0,1,1
39095,1,1,0,1
39096,1,1,0,1
39097,1,1,1,1
39098,0,1,1,1
39099,1,0,0,0
39100,0,0,0,1
39101,0,1,0,0
39102,1,1,1,1
39103,1,1,1,1
39104,0,0,1,1
39105,1,1,0,0
39106,1,1,0,0
39107,0,1,0,0
39108,0,1,1,1
39109,0,1,0,1
39110,1,0,0,1
39111,0,1,0,0
39112,1,1,1,1
39113,1,1,0,0
39114,1,1,0,1
39115,0,1,1,1
39116,0,1,1,1
39117,0,0,0,1
39118,0,1,1,0
39119,0,1,0,0
39120,1,0,1,1
39121,1,0,0,1
39122,0,1,0,0
39123,1,1,1,1
39124,1,1,1,1
39125,1,1,0,1
39126,1,1,0,1
39127,0,0,0,0
39128,1,1,1,1
39129,1,0,0,1
39130,1,0,1,1
39131,1,0,1,1
39132,0,0,1,1
39133,0,1,0,1
39134,1,1,1,1
39135,0,0,0,0
39136,0,1,1,1
39137,1,1,0,1
39138,1,1,0,1
39139,0,1,0,0
39140,1,1,0,0
39141,0,0,1,1
39142,1,1,1,0
39143,0,1,0,0
39144,1,1,0,0
39145,1,0,0,1
39146,1,1,1,1
39147,0,1,1,1
39148,1,0,1,1
39149,0,0,0,1
39150,1,1,0,0
39151,0,1,0,0
39152,1,0,1,1
39153,1,1,0,0
39154,1,1,1,1
39155,1,0,0,1
39156,0,1,1,1
39157,1,0,1,1
39158,0,0,1,0
39159,1,1,1,1
39160,0,0,0,0
39161,1,0,0,1
39162,1,1,0,1
39163,1,1,0,1
39164,0,1,0,1
39165,0,0,1,1
39166,0,0,0,1
39167,1,1,1,1
39168,0,0,1,1
39169,0,0,1,1
39170,1,1,1,1
39171,0,1,0,1
39172,1,1,0,1
39173,0,0,0,1
39174,0,1,0,1
39175,1,0,1,1
39176,0,1,0,1
39177,1,1,0,1
39178,1,0,1,1
39179,0,0,1,0
39180,1,0,1,1
39181,1,1,1,1
39182,1,1,1,1
39183,1,0,0,0
39184,1,0,1,1
39185,1,0,0,1
39186,0,1,0,1
39187,0,0,1,1
39188,0,0,1,1
39189,0,1,0,1
39190,1,0,1,0
39191,0,1,1,1
39192,1,1,0,1
39193,0,1,1,1
39194,1,1,1,1
39195,1,0,1,1
39196,0,0,1,1
39197,0,1,1,1
39198,0,0,1,1
39199,1,0,0,1
39200,1,0,1,1
39201,1,1,0,0
39202,0,1,1,1
39203,1,1,0,1
39204,1,1,0,1
39205,0,1,1,1
39206,0,0,1,1
39207,1,0,0,1
39208,0,0,1,1
39209,0,0,0,1
39210,1,1,1,1
39211,1,0,1,1
39212,0,0,0,1
39213,0,1,1,1
39214,0,1,0,1
39215,0,0,0,1
39216,1,1,0,0
39217,0,0,0,1
39218,1,1,1,1
39219,1,1,1,1
39220,0,1,1,1
39221,1,0,0,1
39222,1,0,0,0
39223,1,1,0,1
39224,1,0,1,1
39225,1,0,1,0
39226,1,1,1,1
39227,0,1,1,0
39228,1,1,1,1
39229,0,1,0,0
39230,1,0,0,1
39231,1,0,1,1
39232,0,1,0,1
39233,1,0,0,1
39234,0,0,1,1
39235,0,1,1,1
39236,0,1,1,1
39237,0,1,0,1
39238,0,1,1,1
39239,1,0,1,1
39240,0,1,1,1
39241,1,0,0,1
39242,1,1,1,1
39243,0,0,0,0
39244,1,0,0,1
39245,0,1,1,1
39246,1,1,1,1
39247,0,0,0,1
39248,0,1,0,1
39249,0,0,0,1
39250,1,1,1,1
39251,0,1,0,1
39252,1,0,0,1
39253,1,0,1,1
39254,1,0,1,1
39255,0,1,0,1
39256,0,1,0,0
39257,1,0,1,0
39258,1,0,1,1
39259,0,0,1,1
39260,1,1,1,1
39261,0,1,0,0
39262,0,0,0,0
39263,1,0,0,1
39264,0,1,1,1
39265,1,0,1,1
39266,1,1,1,1
39267,0,0,1,1
39268,1,1,1,1
39269,1,0,1,1
39270,0,1,0,1
39271,1,1,1,1
39272,1,1,0,1
39273,0,0,1,1
39274,1,0,1,1
39275,0,1,0,1
39276,0,1,1,1
39277,1,1,0,1
39278,0,1,1,1
39279,1,0,1,1
39280,1,1,1,1
39281,1,1,1,1
39282,0,1,0,1
39283,0,0,1,1
39284,1,1,1,1
39285,1,1,0,1
39286,1,0,0,1
39287,0,1,0,1
39288,1,1,1,0
39289,1,0,0,0
39290,1,0,0,0
39291,1,1,0,1
39292,1,0,1,1
39293,0,0,0,0
39294,1,1,1,1
39295,0,0,1,1
39296,0,0,0,1
39297,0,1,1,1
39298,0,0,1,1
39299,0,0,0,1
39300,0,1,1,1
39301,1,0,1,1
39302,0,1,1,1
39303,1,1,0,1
39304,1,0,1,1
39305,0,1,0,1
39306,1,1,0,0
39307,0,0,0,0
39308,0,0,0,1
39309,0,0,0,1
39310,1,1,1,1
39311,0,1,0,0
39312,0,0,0,0
39313,1,1,1,1
39314,1,1,0,1
39315,0,0,1,1
39316,1,1,0,0
39317,1,1,0,1
39318,0,0,1,1
39319,1,1,1,1
39320,0,0,1,1
39321,1,1,1,1
39322,1,0,1,1
39323,1,1,0,1
39324,1,0,0,0
39325,1,0,1,1
39326,1,0,1,1
39327,0,1,1,1
39328,0,1,1,1
39329,0,0,1,0
39330,0,1,0,1
39331,1,1,1,1
39332,1,0,0,1
39333,1,1,1,1
39334,1,0,0,1
39335,0,1,1,1
39336,1,1,1,1
39337,0,0,0,0
39338,0,1,0,1
39339,1,1,1,1
39340,1,0,1,1
39341,1,0,0,0
39342,1,0,0,1
39343,0,0,0,1
39344,1,1,1,1
39345,1,0,1,1
39346,1,1,0,1
39347,0,1,1,1
39348,1,1,0,0
39349,0,0,0,0
39350,0,0,1,1
39351,1,0,0,1
39352,0,1,0,1
39353,0,0,0,1
39354,1,1,1,1
39355,0,1,1,1
39356,0,0,1,1
39357,0,0,1,0
39358,0,0,0,0
39359,1,1,0,1
39360,1,0,1,1
39361,0,0,0,1
39362,1,0,1,1
39363,1,1,0,1
39364,1,0,1,1
39365,0,1,0,1
39366,0,1,0,0
39367,0,0,1,1
39368,1,0,0,0
39369,0,1,0,1
39370,0,1,0,0
39371,1,1,1,1
39372,1,1,1,1
39373,1,0,1,1
39374,1,1,1,1
39375,1,1,1,1
39376,1,0,1,1
39377,0,0,0,1
39378,0,0,1,1
39379,1,1,0,1
39380,1,1,1,1
39381,0,0,1,1
39382,1,0,1,1
39383,1,0,1,1
39384,1,1,0,1
39385,0,0,1,1
39386,0,1,1,0
39387,0,1,1,1
39388,0,1,1,1
39389,0,1,1,1
39390,0,0,0,1
39391,1,0,0,1
39392,1,0,1,1
39393,1,1,0,1
39394,1,0,1,1
39395,0,0,1,1
39396,1,1,0,1
39397,0,1,1,1
39398,0,1,0,0
39399,0,0,1,0
39400,0,1,0,0
39401,0,0,0,0
39402,0,0,1,0
39403,1,0,1,1
39404,1,0,1,1
39405,1,1,1,1
39406,1,0,1,1
39407,0,1,0,1
39408,1,1,0,1
39409,1,1,1,1
39410,0,0,0,1
39411,0,0,0,1
39412,0,0,1,1
39413,1,0,1,1
39414,0,1,1,1
39415,0,0,0,0
39416,1,1,0,1
39417,0,0,0,0
39418,1,1,1,1
39419,0,0,0,0
39420,0,1,0,1
39421,1,0,1,1
39422,0,1,1,1
39423,0,0,0,1
39424,1,1,1,1
39425,0,1,1,1
39426,1,1,1,1
39427,1,1,0,1
39428,1,0,0,1
39429,1,1,0,0
39430,1,1,0,0
39431,1,0,0,1
39432,0,1,1,1
39433,1,1,0,0
39434,0,1,1,1
39435,1,1,0,0
39436,0,0,0,1
39437,1,1,0,1
39438,0,1,0,1
39439,0,0,0,0
39440,0,1,0,1
39441,0,1,0,0
39442,1,0,0,1
39443,0,1,1,1
39444,0,1,1,1
39445,1,1,1,1
39446,1,1,1,1
39447,0,0,1,1
39448,0,0,1,0
39449,0,1,1,1
39450,0,0,1,1
39451,1,0,0,1
39452,1,1,0,0
39453,1,0,0,1
39454,0,0,0,1
39455,0,1,0,0
39456,1,0,1,1
39457,0,0,1,1
39458,0,0,1,1
39459,0,1,1,1
39460,1,1,1,1
39461,0,1,1,1
39462,1,0,0,1
39463,1,0,0,1
39464,0,1,1,1
39465,1,1,0,1
39466,0,1,0,0
39467,0,1,0,0
39468,0,0,1,1
39469,1,1,1,1
39470,1,1,1,1
39471,0,1,1,0
39472,0,0,1,1
39473,0,0,1,1
39474,0,1,0,0
39475,0,0,0,0
39476,1,1,0,1
39477,1,1,0,0
39478,1,0,1,1
39479,0,1,0,1
39480,1,1,1,0
39481,1,1,1,1
39482,1,0,0,0
39483,1,1,0,0
39484,1,0,0,1
39485,0,1,0,1
39486,0,0,1,1
39487,1,0,0,1
39488,1,0,0,1
39489,1,1,0,1
39490,0,1,0,1
39491,0,0,1,1
39492,0,1,1,1
39493,1,0,1,1
39494,1,1,0,0
39495,0,0,0,1
39496,1,1,0,0
39497,1,0,1,0
39498,1,1,0,1
39499,1,0,1,1
39500,0,0,1,1
39501,0,1,1,1
39502,1,1,1,1
39503,1,0,1,0
39504,1,0,1,1
39505,1,1,1,1
39506,1,1,0,1
39507,0,1,1,1
39508,0,0,0,1
39509,1,0,0,1
39510,1,0,0,1
39511,0,1,0,0
39512,0,0,1,1
39513,0,0,0,0
39514,1,0,1,1
39515,1,1,0,0
39516,0,0,0,0
39517,1,0,0,1
39518,1,1,0,1
39519,1,1,0,1
39520,0,1,0,0
39521,1,0,0,0
39522,0,0,1,1
39523,0,0,1,1
39524,1,0,0,0
39525,0,1,1,1
39526,1,0,0,0
39527,0,0,1,1
39528,0,0,1,1
39529,1,1,0,1
39530,1,1,1,1
39531,0,1,1,1
39532,1,1,1,1
39533,1,0,0,1
39534,1,0,1,1
39535,1,1,0,1
39536,1,0,1,1
39537,0,1,1,1
39538,1,0,1,1
39539,1,1,1,1
39540,0,1,1,1
39541,0,0,1,1
39542,0,0,0,1
39543,0,0,0,1
39544,1,1,1,1
39545,0,0,0,0
39546,1,1,1,1
39547,1,1,1,1
39548,0,0,0,0
39549,1,0,0,0
39550,0,1,1,1
39551,0,0,1,1
39552,1,0,1,1
39553,1,0,0,1
39554,1,1,0,1
39555,0,1,1,0
39556,1,1,1,1
39557,0,1,1,1
39558,0,1,0,0
39559,1,1,0,0
39560,1,1,1,1
39561,1,0,1,1
39562,0,1,1,1
39563,1,0,1,1
39564,0,1,1,1
39565,1,0,1,1
39566,1,0,1,1
39567,1,1,1,1
39568,1,1,0,1
39569,0,1,1,1
39570,0,1,1,1
39571,0,0,1,0
39572,1,1,1,1
39573,0,0,1,1
39574,1,0,0,1
39575,1,1,1,1
39576,0,0,0,0
39577,1,0,1,0
39578,1,1,0,0
39579,1,1,0,0
39580,1,1,0,1
39581,1,1,1,1
39582,0,1,0,1
39583,1,1,0,0
39584,0,0,1,1
39585,0,1,1,1
39586,0,0,1,1
39587,0,1,1,1
39588,1,1,1,1
39589,0,1,1,1
39590,1,0,1,1
39591,0,1,0,1
39592,1,1,1,1
39593,1,1,0,1
39594,1,0,0,1
39595,1,0,1,1
39596,0,1,1,1
39597,1,0,0,1
39598,1,0,0,1
39599,1,1,0,1
39600,1,0,0,1
39601,0,0,1,1
39602,1,0,0,1
39603,1,1,0,0
39604,1,0,1,1
39605,1,1,0,1
39606,0,0,0,1
39607,0,0,0,1
39608,0,0,0,0
39609,0,0,0,0
39610,1,1,1,1
39611,0,0,1,1
39612,1,1,0,1
39613,0,0,1,1
39614,0,0,0,0
39615,0,1,1,1
39616,1,0,1,1
39617,1,0,0,1
39618,1,1,0,1
39619,0,0,0,1
39620,1,1,0,1
39621,1,1,1,1
39622,1,0,1,1
39623,0,0,0,0
39624,1,0,1,1
39625,0,0,0,0
39626,0,1,1,1
39627,1,1,0,1
39628,1,1,1,1
39629,1,0,0,1
39630,1,1,0,1
39631,1,1,1,1
39632,1,0,0,1
39633,1,0,0,1
39634,1,1,1,1
39635,1,0,0,1
39636,0,0,1,0
39637,1,0,1,1
39638,1,0,1,1
39639,0,1,1,1
39640,0,0,1,1
39641,1,0,0,0
39642,1,1,0,0
39643,0,0,1,1
39644,1,0,1,1
39645,1,0,1,1
39646,0,0,0,1
39647,0,1,0,0
39648,1,0,0,1
39649,0,1,0,1
39650,0,0,1,1
39651,1,0,0,1
39652,0,1,1,1
39653,0,0,1,0
39654,1,0,0,0
39655,1,1,1,1
39656,0,0,0,1
39657,1,1,0,0
39658,1,1,0,1
39659,1,0,0,0
39660,0,1,1,0
39661,0,1,0,0
39662,1,0,1,1
39663,1,1,0,0
39664,1,1,1,1
39665,1,0,0,1
39666,1,0,0,0
39667,0,0,1,1
39668,1,0,1,1
39669,0,0,1,1
39670,0,0,0,1
39671,1,0,0,1
39672,1,1,1,1
39673,1,1,0,0
39674,0,0,0,1
39675,0,0,1,1
39676,0,0,1,1
39677,1,1,1,1
39678,0,1,1,1
39679,1,0,1,1
39680,1,0,1,1
39681,1,0,0,1
39682,0,0,0,1
39683,0,1,0,0
39684,0,0,1,1
39685,1,0,0,1
39686,1,0,1,1
39687,0,0,0,0
39688,0,1,0,0
39689,1,0,0,1
39690,0,1,0,0
39691,0,1,0,1
39692,1,1,0,0
39693,0,0,0,1
39694,1,0,0,0
39695,0,0,0,1
39696,0,0,1,1
39697,0,0,0,0
39698,0,0,1,1
39699,0,0,1,1
39700,0,1,0,0
39701,0,1,1,1
39702,0,1,1,0
39703,1,1,0,0
39704,1,1,0,1
39705,1,0,0,0
39706,0,1,1,1
39707,1,1,1,1
39708,0,0,0,0
39709,0,1,1,1
39710,0,1,1,1
39711,1,1,0,1
39712,1,1,1,1
39713,0,0,0,0
39714,1,0,1,1
39715,1,0,1,1
39716,0,1,1,0
39717,1,1,0,0
39718,0,0,1,0
39719,1,0,1,1
39720,0,0,1,1
39721,1,1,0,1
39722,0,0,1,1
39723,1,0,0,0
39724,1,0,0,1
39725,0,1,0,0
39726,1,1,0,1
39727,0,0,1,1
39728,1,0,1,1
39729,1,0,0,1
39730,1,0,0,1
39731,1,1,1,1
39732,0,0,0,0
39733,0,1,0,1
39734,1,0,1,1
39735,0,1,1,1
39736,1,0,0,1
39737,0,1,1,1
39738,1,1,0,1
39739,0,1,1,0
39740,1,1,0,1
39741,0,1,0,1
39742,1,0,1,1
39743,1,0,1,1
39744,0,0,1,0
39745,0,0,1,1
39746,0,0,1,0
39747,1,0,1,1
39748,0,0,1,1
39749,0,1,0,0
39750,0,1,1,1
39751,1,0,1,1
39752,1,1,0,1
39753,1,1,1,1
39754,0,1,1,1
39755,0,0,0,0
39756,0,0,0,0
39757,0,0,1,1
39758,1,0,1,1
39759,0,0,0,1
39760,1,1,0,1
39761,1,1,1,1
39762,0,0,1,1
39763,1,1,1,1
39764,1,0,0,0
39765,0,1,1,1
39766,1,0,0,1
39767,1,1,1,1
39768,0,1,0,1
39769,1,0,0,1
39770,1,1,0,1
39771,0,1,0,0
39772,0,0,0,0
39773,1,0,0,1
39774,0,0,0,0
39775,1,0,0,1
39776,1,0,0,1
39777,0,1,0,1
39778,1,0,1,1
39779,1,1,0,1
39780,1,1,0,1
39781,0,0,1,1
39782,1,1,0,1
39783,1,0,0,1
39784,0,0,1,0
39785,0,1,1,1
39786,1,1,0,0
39787,1,0,1,1
39788,0,0,0,1
39789,0,0,0,0
39790,0,0,0,0
39791,0,1,0,0
39792,0,0,0,1
39793,0,1,0,1
39794,0,1,1,1
39795,1,0,1,1
39796,1,1,0,1
39797,0,1,0,0
39798,0,1,1,1
39799,0,0,0,1
39800,0,1,1,0
39801,1,0,1,1
39802,1,1,1,1
39803,1,1,0,1
39804,0,1,0,1
39805,0,0,1,1
39806,1,0,0,1
39807,1,0,1,1
39808,0,0,0,0
39809,1,0,0,1
39810,0,0,0,1
39811,0,1,1,1
39812,1,1,1,1
39813,1,1,1,1
39814,1,1,0,1
39815,1,1,0,1
39816,1,1,1,1
39817,1,1,1,1
39818,0,1,1,1
39819,0,1,1,1
39820,0,1,0,1
39821,1,1,1,1
39822,0,0,1,1
39823,0,1,1,1
39824,0,0,1,1
39825,0,1,1,1
39826,0,1,0,1
39827,1,1,1,1
39828,1,1,0,1
39829,0,0,0,1
39830,1,0,1,1
39831,1,0,0,0
39832,0,1,0,1
39833,1,1,0,1
39834,0,1,1,1
39835,1,1,0,1
39836,1,1,0,0
39837,0,0,1,1
39838,0,1,0,0
39839,0,0,0,1
39840,1,0,1,1
39841,1,1,1,1
39842,0,0,1,1
39843,1,0,1,1
39844,1,0,1,1
39845,1,0,0,0
39846,0,0,1,1
39847,0,0,0,0
39848,0,0,1,1
39849,0,1,1,1
39850,0,1,0,0
39851,1,0,0,0
39852,0,0,1,0
39853,1,0,0,1
39854,0,1,0,0
39855,0,1,1,1
39856,1,0,1,1
39857,1,1,0,0
39858,0,0,1,0
39859,0,1,1,1
39860,0,1,0,1
39861,1,1,0,1
39862,0,1,0,0
39863,1,0,0,0
39864,1,0,1,1
39865,1,0,0,0
39866,0,1,0,0
39867,0,0,1,1
39868,1,0,1,1
39869,0,1,0,0
39870,1,0,0,1
39871,1,1,1,1
39872,0,0,1,1
39873,1,0,0,1
39874,1,0,1,1
39875,1,1,1,1
39876,0,0,1,1
39877,0,0,1,0
39878,1,1,0,1
39879,1,1,1,1
39880,1,0,0,1
39881,0,1,0,1
39882,1,0,1,1
39883,0,1,0,0
39884,1,1,1,1
39885,1,1,0,1
39886,1,0,1,1
39887,0,0,0,1
39888,0,1,0,1
39889,0,0,1,0
39890,0,1,1,1
39891,0,0,0,0
39892,1,1,0,1
39893,0,0,0,1
39894,0,0,0,0
39895,1,1,1,1
39896,0,1,1,1
39897,1,1,1,1
39898,0,1,0,0
39899,0,1,1,1
39900,1,0,1,1
39901,1,1,0,1
39902,0,1,1,1
39903,1,1,1,1
39904,1,0,0,1
39905,0,0,1,1
39906,1,0,1,1
39907,1,0,0,1
39908,0,0,1,1
39909,1,0,1,1
39910,0,1,1,0
39911,0,1,1,0
39912,0,0,0,0
39913,1,1,0,1
39914,0,0,1,1
39915,1,0,1,1
39916,0,1,0,0
39917,1,0,1,1
39918,1,1,0,1
39919,0,1,0,1
39920,1,0,0,1
39921,0,1,0,0
39922,0,0,0,0
39923,0,1,1,1
39924,0,0,1,1
39925,1,1,0,1
39926,0,1,0,1
39927,1,1,0,1
39928,1,0,1,1
39929,0,1,1,1
39930,1,1,1,1
39931,1,1,0,0
39932,1,1,0,1
39933,1,0,0,1
39934,1,1,0,0
39935,1,0,1,1
39936,1,1,0,1
39937,0,1,1,1
39938,0,0,0,1
39939,1,0,0,0
39940,0,1,0,0
39941,0,1,1,1
39942,0,1,0,1
39943,1,1,1,1
39944,0,1,0,0
39945,0,0,0,0
39946,1,0,1,1
39947,1,1,0,1
39948,0,0,1,1
39949,1,1,0,1
39950,1,1,1,1
39951,0,1,1,0
39952,1,0,1,1
39953,1,1,1,1
39954,0,0,0,1
39955,1,0,1,1
39956,1,1,0,0
39957,0,0,0,0
39958,0,1,1,1
39959,1,0,1,0
39960,0,0,1,1
39961,1,0,1,1
39962,1,0,1,1
39963,0,0,0,1
39964,1,0,0,1
39965,1,1,0,0
39966,1,0,1,1
39967,1,0,0,1
39968,1,1,1,0
39969,1,1,1,1
39970,1,1,0,1
39971,1,0,1,1
39972,1,1,0,1
39973,0,0,0,0
39974,0,0,0,1
39975,0,1,0,0
39976,1,1,1,1
39977,1,0,1,1
39978,0,0,0,0
39979,0,1,0,1
39980,1,1,1,1
39981,0,0,1,1
39982,0,1,0,0
39983,1,0,0,1
39984,1,1,1,1
39985,1,1,0,1
39986,1,1,1,1
39987,1,0,1,1
39988,1,0,0,1
